rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,rssi_58,rssi_59,rssi_60,rssi_61,rssi_62,rssi_63,rssi_64,rssi_65,rssi_66,rssi_67,rssi_68,rssi_69,rssi_70,rssi_71,rssi_72,rssi_73,rssi_74,rssi_75,rssi_76,rssi_77,rssi_78,rssi_79,rssi_80,rssi_81,rssi_82,rssi_83,rssi_84,rssi_85,rssi_86,rssi_87,rssi_88,rssi_89,rssi_90,rssi_91,rssi_92,rssi_93,rssi_94,rssi_95,rssi_96,rssi_97,rssi_98,rssi_99,x,y,floor
-68,-70,-70,-70,-73,-73,-74,-75,-77,-77,-78,-79,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-81,-81,-82,-82,-83,-84,-84,-84,-85,-85,-85,-86,-86,-87,-87,-87,-87,-87,-87,-87,-87,-88,-88,-88,-89,-89,-89,-89,-91,-91,-91,-92,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,143.19424,92.36531,0
-55,-59,-63,-63,-67,-68,-70,-74,-75,-76,-76,-77,-78,-79,-79,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-81,-82,-82,-83,-83,-84,-84,-84,-85,-85,-86,-86,-86,-86,-86,-87,-87,-87,-87,-88,-88,-88,-89,-89,-89,-89,-89,-91,-91,-92,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,143.19424,92.36531,0
-52,-56,-57,-57,-60,-65,-67,-72,-75,-75,-75,-77,-80,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-82,-82,-82,-82,-83,-83,-84,-84,-84,-85,-85,-85,-86,-86,-86,-86,-86,-86,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-89,-89,-89,-89,-89,-91,-91,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,143.19424,92.36531,0
-46,-46,-47,-48,-48,-53,-60,-72,-75,-75,-75,-77,-79,-80,-80,-80,-81,-81,-81,-81,-81,-82,-82,-82,-83,-84,-85,-85,-86,-86,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-89,-89,-89,-89,-89,-89,-89,-91,-91,-91,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,144.60709,101.198654,0
-48,-49,-51,-52,-54,-59,-66,-72,-75,-75,-77,-79,-80,-81,-81,-81,-81,-82,-82,-82,-84,-84,-85,-85,-85,-86,-86,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-89,-89,-89,-89,-89,-89,-89,-90,-91,-91,-91,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,144.60709,101.198654,0
-49,-50,-53,-55,-57,-67,-67,-70,-70,-72,-75,-78,-78,-78,-79,-79,-79,-79,-80,-81,-81,-81,-82,-82,-82,-82,-84,-85,-85,-86,-86,-87,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,-88,-88,-88,-89,-89,-89,-89,-89,-90,-91,-91,-91,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,144.60709,101.198654,0
-47,-47,-47,-50,-51,-54,-64,-70,-72,-74,-74,-75,-75,-77,-78,-79,-80,-80,-81,-81,-81,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-83,-85,-86,-86,-86,-87,-87,-87,-87,-87,-87,-87,-88,-88,-88,-88,-89,-89,-89,-89,-89,-90,-91,-91,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,144.60709,101.198654,0
-48,-50,-51,-52,-54,-57,-64,-68,-69,-72,-74,-75,-75,-77,-78,-79,-79,-80,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-83,-83,-83,-85,-85,-86,-86,-86,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,-88,-88,-89,-89,-89,-89,-89,-89,-90,-91,-91,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,142.97139,101.34529,0
-47,-48,-50,-50,-51,-55,-59,-68,-69,-70,-72,-75,-75,-78,-78,-79,-79,-80,-80,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-83,-83,-83,-85,-85,-86,-86,-86,-87,-87,-87,-87,-87,-88,-88,-88,-88,-88,-88,-89,-89,-89,-89,-89,-89,-89,-90,-91,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,142.97139,101.34529,0
-43,-45,-46,-46,-52,-57,-59,-68,-69,-72,-73,-74,-75,-75,-78,-79,-79,-79,-80,-80,-80,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-83,-83,-83,-86,-86,-86,-86,-87,-87,-87,-87,-87,-88,-88,-88,-88,-89,-89,-89,-89,-89,-89,-89,-89,-90,-91,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,142.97139,101.34529,0
-40,-45,-47,-47,-49,-55,-65,-68,-69,-72,-73,-73,-74,-74,-75,-76,-78,-79,-79,-80,-80,-80,-81,-81,-81,-82,-82,-82,-82,-83,-83,-83,-84,-85,-86,-86,-86,-86,-86,-87,-87,-87,-87,-88,-88,-88,-89,-89,-89,-89,-89,-89,-89,-89,-90,-91,-91,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,142.97139,101.34529,0
-53,-54,-58,-60,-62,-63,-68,-70,-73,-73,-73,-73,-74,-74,-74,-75,-75,-77,-77,-78,-79,-79,-79,-79,-79,-80,-80,-80,-82,-82,-82,-83,-83,-83,-84,-86,-86,-86,-87,-87,-87,-87,-88,-88,-88,-88,-89,-89,-89,-89,-89,-89,-89,-89,-90,-91,-91,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,141.52074,92.703926,0
-63,-65,-67,-68,-69,-71,-72,-72,-73,-73,-73,-74,-74,-74,-75,-75,-76,-77,-77,-77,-79,-79,-79,-80,-80,-80,-82,-82,-82,-83,-83,-83,-83,-84,-84,-84,-84,-85,-86,-86,-87,-87,-87,-87,-88,-88,-88,-89,-89,-89,-89,-89,-89,-90,-91,-91,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,141.52074,92.703926,0
-61,-67,-69,-72,-73,-73,-73,-74,-74,-75,-75,-75,-77,-77,-78,-79,-79,-79,-80,-80,-80,-80,-80,-80,-82,-82,-82,-82,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-84,-86,-86,-87,-87,-87,-88,-88,-88,-89,-89,-89,-89,-89,-89,-91,-91,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,141.52074,92.703926,0
-61,-65,-67,-69,-69,-72,-73,-73,-73,-74,-75,-75,-76,-77,-78,-78,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-81,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-84,-84,-86,-86,-87,-87,-87,-88,-88,-88,-89,-89,-89,-89,-89,-89,-91,-91,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,141.52074,92.703926,0
-65,-67,-68,-72,-72,-73,-76,-76,-77,-77,-78,-78,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-82,-82,-82,-83,-83,-83,-83,-83,-83,-84,-84,-84,-86,-86,-87,-87,-87,-87,-88,-88,-88,-89,-89,-89,-89,-89,-89,-91,-91,-92,-92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,140.37114,87.14308,0
-64,-67,-68,-69,-70,-70,-71,-73,-73,-73,-74,-76,-76,-77,-77,-77,-78,-78,-79,-79,-80,-80,-80,-80,-80,-81,-81,-82,-82,-82,-83,-83,-83,-83,-84,-84,-84,-84,-85,-86,-86,-87,-87,-87,-87,-88,-88,-88,-89,-89,-89,-89,-89,-89,-91,-92,-93,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,140.37114,87.14308,0
-63,-64,-67,-69,-70,-71,-73,-74,-75,-76,-76,-77,-78,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-81,-81,-81,-82,-82,-82,-82,-83,-83,-83,-83,-83,-84,-84,-84,-84,-87,-87,-87,-88,-88,-89,-89,-89,-89,-89,-91,-92,-93,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,140.37114,87.14308,0
-58,-61,-65,-66,-68,-69,-70,-71,-71,-73,-74,-75,-77,-77,-79,-79,-79,-79,-79,-80,-80,-80,-81,-81,-81,-82,-82,-83,-83,-83,-83,-84,-84,-84,-86,-86,-86,-86,-87,-87,-88,-88,-88,-89,-89,-89,-89,-89,-89,-91,-92,-93,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,138.4679,82.891335,0
-52,-53,-59,-62,-62,-63,-63,-64,-64,-65,-68,-70,-73,-75,-77,-77,-78,-79,-79,-79,-79,-80,-80,-80,-81,-81,-82,-82,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-85,-85,-85,-85,-86,-86,-86,-87,-88,-88,-89,-89,-89,-91,-92,-93,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,138.4679,82.891335,0
-49,-50,-50,-50,-50,-51,-52,-52,-52,-52,-52,-52,-52,-56,-58,-61,-61,-61,-63,-64,-64,-65,-65,-65,-66,-66,-67,-67,-68,-68,-68,-68,-68,-69,-70,-70,-70,-70,-70,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-74,-74,-76,-76,-76,-77,-77,-78,-78,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,161.50154,95.122345,0
-49,-50,-52,-52,-54,-54,-54,-54,-54,-55,-55,-56,-56,-59,-59,-60,-61,-63,-63,-63,-64,-64,-64,-64,-65,-65,-65,-65,-65,-65,-66,-66,-67,-67,-69,-70,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-82,157.99141,102.12539,0
-55,-56,-56,-57,-58,-58,-58,-58,-58,-58,-58,-58,-61,-61,-62,-62,-62,-62,-63,-63,-63,-63,-63,-63,-63,-64,-64,-65,-65,-65,-65,-65,-65,-66,-66,-67,-67,-67,-67,-68,-70,-71,-72,-72,-72,-72,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-76,-76,-76,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,157.99141,102.12539,0
-53,-58,-59,-59,-60,-60,-61,-61,-62,-62,-62,-62,-62,-62,-63,-63,-63,-64,-64,-65,-65,-65,-66,-67,-67,-69,-69,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-72,-72,-72,-72,-73,-73,-73,-73,-74,-74,-74,-74,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,157.99141,102.12539,0
-41,-41,-41,-41,-42,-46,-47,-55,-56,-56,-57,-58,-58,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,-60,-60,-60,-60,-60,-61,-61,-61,-61,-62,-62,-62,-62,-63,-63,-64,-64,-64,-64,-64,-65,-65,-65,-65,-65,-66,-67,-67,-67,-67,-68,-68,-69,-69,-71,-71,-71,-72,-74,-75,-76,-76,-76,-76,-76,-77,-78,-78,-78,-78,-79,-79,-79,-80,-80,-81,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-84,-84,112.23156,148.27547,0
-49,-49,-49,-49,-49,-49,-52,-54,-55,-55,-55,-55,-55,-55,-55,-56,-57,-57,-57,-57,-57,-57,-57,-58,-58,-59,-59,-60,-60,-60,-61,-62,-63,-63,-63,-64,-64,-64,-64,-64,-64,-65,-65,-65,-65,-66,-66,-67,-68,-69,-69,-69,-69,-69,-69,-69,-69,-69,-71,-71,-71,-72,-72,-72,-73,-75,-75,-76,-76,-76,-76,-77,-78,-78,-78,-79,-80,-80,-80,-80,-80,-80,-80,-80,-81,-81,-82,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-85,113.25124,142.41754,0
-48,-49,-52,-52,-52,-52,-52,-53,-54,-55,-55,-55,-57,-57,-57,-57,-57,-57,-57,-58,-58,-58,-58,-58,-59,-59,-59,-60,-61,-61,-61,-61,-63,-63,-63,-64,-64,-64,-66,-67,-68,-68,-68,-68,-68,-68,-68,-69,-69,-69,-69,-69,-69,-69,-70,-70,-70,-71,-71,-72,-72,-73,-73,-73,-75,-75,-76,-76,-76,-76,-77,-78,-78,-78,-78,-78,-79,-79,-79,-79,-80,-80,-80,-81,-82,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-85,-85,-85,113.25124,142.41754,0
-48,-48,-48,-48,-48,-48,-49,-49,-54,-55,-55,-55,-55,-55,-56,-56,-57,-57,-58,-59,-60,-60,-60,-61,-61,-61,-61,-61,-62,-63,-63,-63,-63,-63,-63,-63,-63,-63,-63,-64,-64,-64,-64,-64,-64,-66,-67,-67,-68,-68,-68,-68,-69,-69,-69,-69,-69,-70,-70,-71,-72,-72,-73,-75,-75,-76,-76,-77,-78,-78,-78,-78,-79,-79,-79,-80,-80,-81,-81,-81,-82,-82,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-85,-85,-85,-85,-85,-85,-86,113.25124,142.41754,0
-43,-44,-44,-44,-44,-45,-49,-51,-51,-53,-53,-53,-53,-53,-53,-53,-53,-53,-54,-55,-55,-58,-59,-61,-61,-61,-61,-61,-61,-62,-63,-63,-63,-63,-63,-63,-63,-63,-64,-64,-64,-65,-65,-66,-66,-66,-66,-67,-67,-67,-68,-68,-68,-68,-69,-69,-70,-70,-71,-72,-72,-72,-73,-73,-74,-75,-75,-76,-76,-77,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79,-80,-80,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,113.25124,142.41754,0
-44,-51,-51,-51,-51,-51,-52,-52,-53,-53,-53,-54,-54,-55,-56,-56,-56,-56,-56,-56,-57,-57,-58,-58,-58,-58,-58,-58,-58,-58,-58,-59,-59,-59,-59,-60,-60,-60,-61,-61,-61,-62,-63,-63,-63,-64,-64,-65,-66,-67,-67,-67,-68,-68,-68,-69,-70,-70,-71,-71,-71,-72,-72,-72,-73,-75,-76,-76,-78,-78,-78,-78,-78,-78,-79,-80,-80,-81,-81,-81,-81,-81,-81,-81,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,109.42748,141.38824,0
-46,-49,-49,-49,-49,-50,-50,-51,-52,-52,-52,-52,-53,-53,-53,-53,-53,-53,-53,-57,-58,-58,-59,-59,-60,-60,-60,-61,-61,-61,-62,-62,-62,-63,-63,-63,-63,-63,-64,-64,-64,-64,-64,-64,-64,-64,-64,-65,-65,-65,-65,-66,-66,-67,-68,-68,-68,-70,-71,-71,-71,-72,-72,-72,-73,-73,-75,-76,-76,-77,-78,-78,-78,-78,-78,-79,-80,-80,-80,-81,-81,-81,-81,-81,-81,-81,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,109.42748,141.38824,0
-41,-51,-51,-51,-51,-51,-51,-52,-53,-54,-55,-58,-58,-58,-59,-59,-59,-59,-60,-61,-61,-61,-62,-62,-62,-62,-63,-63,-63,-63,-63,-63,-63,-63,-64,-65,-65,-65,-66,-66,-66,-66,-66,-67,-68,-68,-68,-69,-69,-70,-70,-70,-71,-71,-71,-71,-72,-72,-72,-72,-73,-73,-74,-76,-77,-77,-78,-78,-78,-78,-78,-79,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-81,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,109.42748,141.38824,0
-41,-41,-41,-41,-42,-42,-44,-45,-50,-50,-53,-54,-58,-58,-58,-59,-59,-59,-59,-59,-60,-60,-60,-60,-60,-61,-61,-62,-62,-63,-63,-63,-64,-64,-65,-65,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-71,-72,-74,-74,-74,-74,-74,-75,-77,-77,-78,-78,-78,-78,-79,-79,-80,-80,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-84,-84,107.93877,148.18436,0
-41,-45,-45,-45,-46,-46,-46,-46,-50,-51,-52,-52,-52,-53,-54,-57,-57,-57,-57,-57,-58,-58,-58,-58,-59,-60,-62,-62,-62,-62,-62,-62,-63,-63,-63,-64,-64,-65,-65,-66,-66,-66,-66,-66,-67,-67,-67,-68,-68,-68,-69,-69,-69,-70,-70,-70,-70,-70,-70,-70,-70,-70,-71,-71,-71,-72,-72,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-80,-80,-81,-81,-82,-83,-83,-83,-83,-83,-84,107.93877,148.18436,0
-41,-41,-41,-41,-42,-42,-46,-51,-52,-52,-52,-53,-53,-54,-54,-54,-54,-54,-55,-55,-56,-57,-57,-58,-58,-58,-59,-59,-60,-62,-62,-63,-63,-64,-64,-64,-64,-65,-65,-65,-65,-65,-65,-66,-66,-66,-66,-67,-67,-68,-68,-68,-69,-69,-69,-69,-69,-70,-70,-70,-70,-71,-71,-71,-72,-72,-77,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-79,-79,-79,-80,-81,-81,-81,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,107.93877,148.18436,0
-41,-41,-41,-41,-42,-43,-43,-44,-53,-55,-57,-58,-58,-58,-58,-58,-58,-59,-59,-59,-59,-59,-59,-60,-60,-61,-61,-61,-62,-62,-62,-62,-62,-62,-62,-63,-63,-63,-63,-63,-63,-63,-64,-65,-65,-65,-65,-65,-65,-65,-66,-66,-66,-66,-67,-67,-68,-68,-68,-68,-69,-69,-69,-70,-70,-71,-72,-77,-77,-77,-77,-78,-78,-78,-79,-79,-79,-79,-80,-80,-81,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,112.23156,148.27547,0
-44,-44,-44,-44,-44,-45,-45,-46,-50,-50,-50,-50,-50,-51,-52,-52,-53,-54,-54,-54,-54,-54,-55,-56,-57,-57,-58,-58,-58,-60,-60,-60,-60,-61,-61,-62,-62,-62,-62,-62,-63,-63,-63,-63,-64,-64,-65,-65,-65,-65,-65,-67,-68,-68,-68,-69,-69,-69,-69,-69,-70,-70,-70,-70,-71,-72,-77,-77,-77,-77,-78,-78,-79,-79,-80,-80,-80,-80,-80,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,112.23156,148.27547,0
-43,-43,-44,-44,-44,-45,-45,-46,-48,-52,-53,-54,-55,-55,-55,-55,-56,-56,-56,-58,-58,-58,-60,-60,-61,-61,-61,-61,-61,-61,-61,-61,-62,-62,-62,-62,-62,-62,-62,-62,-63,-63,-63,-63,-65,-65,-65,-65,-66,-66,-67,-67,-67,-68,-69,-69,-69,-69,-69,-70,-70,-70,-71,-72,-75,-77,-77,-77,-78,-79,-79,-79,-79,-80,-80,-80,-80,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-85,112.23156,148.27547,0
-38,-38,-38,-38,-39,-41,-47,-49,-50,-50,-51,-51,-52,-52,-52,-53,-53,-53,-53,-54,-54,-55,-56,-58,-58,-60,-61,-61,-62,-62,-63,-63,-64,-64,-64,-64,-64,-64,-64,-65,-65,-65,-65,-65,-65,-66,-66,-67,-67,-67,-67,-68,-68,-68,-69,-69,-69,-69,-69,-69,-70,-70,-70,-70,-71,-72,-72,-77,-77,-77,-77,-78,-78,-78,-78,-79,-79,-79,-79,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-80,-81,-82,-82,-82,-83,-83,-83,-83,-84,-84,112.23156,148.27547,0
-51,-51,-52,-53,-53,-53,-54,-54,-54,-54,-55,-55,-55,-55,-55,-56,-56,-56,-57,-57,-57,-57,-57,-57,-57,-58,-58,-58,-58,-59,-59,-59,-59,-60,-60,-60,-60,-60,-60,-61,-62,-63,-64,-64,-65,-65,-65,-66,-66,-66,-67,-67,-69,-69,-69,-69,-69,-69,-70,-71,-71,-72,-72,-73,-76,-77,-77,-77,-77,-77,-79,-79,-81,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-83,-84,-84,-84,-85,-85,-85,-85,-85,-85,112.23156,148.27547,0
-48,-51,-51,-51,-51,-51,-52,-52,-52,-53,-53,-53,-53,-53,-53,-53,-54,-54,-54,-54,-54,-55,-55,-55,-55,-56,-59,-60,-61,-61,-61,-61,-61,-61,-62,-62,-63,-63,-64,-64,-64,-65,-65,-65,-65,-66,-66,-66,-66,-66,-66,-67,-67,-67,-68,-69,-69,-69,-69,-69,-70,-70,-71,-71,-72,-74,-74,-75,-75,-75,-75,-75,-76,-79,-79,-80,-80,-81,-81,-81,-81,-81,-82,-82,-82,-83,-83,-83,-83,-84,-84,-84,-84,-84,-85,-85,-85,-85,-86,-86,109.42748,141.38824,0
-47,-51,-52,-53,-54,-54,-54,-55,-55,-55,-55,-55,-55,-55,-56,-56,-56,-56,-56,-56,-57,-57,-57,-58,-58,-58,-58,-59,-61,-62,-62,-62,-62,-63,-63,-63,-63,-63,-63,-63,-63,-63,-64,-64,-64,-64,-65,-65,-65,-66,-69,-69,-71,-71,-71,-71,-72,-72,-72,-72,-73,-74,-74,-74,-74,-76,-76,-76,-76,-76,-76,-79,-80,-80,-80,-81,-81,-81,-81,-81,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,-83,-84,-84,-84,-84,-84,-84,-84,-84,-85,109.42748,141.38824,0
